outcome,gender,married,dependents,hasGraduated,selfEmployed,applicantIncome,coapplicantIncome,loanAmount,loanAmountTerm,satisfactoryCreditHistory,propertyAreaPopulation
0,1.0,0,0,1,1,6050,4333.0,120.0,180.0,1,3
1,1.0,1,2,1,0,9703,0.0,112.0,360.0,1,3
1,1.0,1,1,0,0,6608,0.0,137.0,180.0,1,3
1,1.0,1,1,1,0,2882,1843.0,123.0,480.0,1,2
1,1.0,1,0,1,0,1809,1868.0,90.0,360.0,1,3
0,1.0,1,0,0,0,1668,3890.0,201.0,360.0,0,2
0,0.0,0,2,1,0,3427,0.0,138.0,360.0,1,3
1,1.0,0,0,0,1,2583,2167.0,104.0,360.0,1,1
1,1.0,1,1,0,0,2661,7101.0,279.0,180.0,1,2
0,1.0,0,0,1,1,16250,0.0,192.0,360.0,0,3
1,0.0,0,3,1,0,3083,0.0,255.0,360.0,1,1
0,1.0,0,0,0,0,6045,0.0,115.0,360.0,0,1
0,1.0,1,3,1,0,5250,0.0,94.0,360.0,1,3
0,1.0,1,0,1,0,14683,2100.0,304.0,360.0,1,1
0,1.0,1,3,0,0,4931,0.0,128.0,360.0,0,2
1,1.0,1,1,1,0,6083,4250.0,330.0,360.0,0,3
1,1.0,0,0,1,0,2060,2209.0,134.0,360.0,1,2
0,0.0,0,1,1,0,3481,0.0,155.0,36.0,1,2
1,0.0,0,0,1,0,7200,0.0,120.0,360.0,1,1
1,1.0,0,0,1,1,5166,0.0,128.0,360.0,1,2
1,1.0,0,0,1,0,4095,3447.0,151.0,360.0,1,1
1,1.0,1,2,1,0,4708,1387.0,150.0,360.0,1,2
1,1.0,1,3,1,0,4333,1811.0,160.0,360.0,0,3
0,0.0,0,0,1,0,3418,0.0,135.0,360.0,1,1
1,0.0,0,1,1,0,2876,1560.0,90.0,360.0,1,3
1,0.0,0,0,1,0,3237,0.0,30.0,360.0,1,3
1,1.0,1,0,1,0,11146,0.0,136.0,360.0,1,3
1,1.0,0,0,1,0,2833,1857.0,126.0,360.0,1,1
1,1.0,1,0,1,0,2620,2223.0,150.0,360.0,1,2
1,1.0,1,2,1,0,3900,0.0,90.0,360.0,1,2
1,1.0,1,1,1,0,2750,1842.0,115.0,360.0,1,2
1,1.0,1,0,1,0,3993,3274.0,207.0,360.0,1,2
1,1.0,1,0,1,0,3103,1300.0,80.0,360.0,1,3
1,1.0,1,0,1,0,14583,0.0,436.0,360.0,1,2
1,0.0,1,0,0,0,4100,0.0,124.0,360.0,0,1
0,1.0,0,1,0,1,4053,2426.0,158.0,360.0,0,3
1,1.0,1,0,1,0,3927,800.0,112.0,360.0,1,2
1,1.0,1,2,1,0,2301,985.7999877999998,78.0,180.0,1,3
1,0.0,0,0,1,0,1811,1666.0,54.0,360.0,1,3
1,1.0,0,0,1,0,3158,3053.0,89.0,360.0,1,1
0,0.0,0,0,1,1,2600,1717.0,99.0,300.0,1,2
1,1.0,1,0,1,0,3704,2000.0,120.0,360.0,1,1
1,0.0,0,0,1,0,4124,0.0,115.0,360.0,1,2
1,1.0,0,0,1,0,9508,0.0,187.0,360.0,1,1
1,1.0,1,0,1,0,3075,2416.0,139.0,360.0,1,1
0,1.0,1,2,1,0,4400,0.0,127.0,360.0,0,2
1,1.0,1,2,1,0,3153,1560.0,134.0,360.0,1,3
0,0.0,0,0,1,0,5417,0.0,143.0,480.0,0,3
1,1.0,1,0,1,0,2383,3334.0,172.0,360.0,1,2
1,1.0,1,3,1,0,4416,1250.0,110.0,360.0,1,3
1,1.0,1,1,1,0,6875,0.0,200.0,360.0,1,2
1,0.0,1,1,1,0,4666,0.0,135.0,360.0,1,3
0,0.0,0,0,1,0,5000,2541.0,151.0,480.0,1,1
0,1.0,1,1,1,0,2014,2925.0,113.0,360.0,1,3
0,1.0,1,0,0,0,1800,2934.0,93.0,360.0,0,3
1,1.0,1,0,0,0,2875,1750.0,105.0,360.0,1,2
1,0.0,0,0,1,0,5000,0.0,132.0,360.0,1,1
1,1.0,1,1,1,0,1625,1803.0,96.0,360.0,1,3
1,1.0,0,0,1,0,4000,2500.0,140.0,360.0,1,1
1,0.0,0,0,1,0,3762,1666.0,135.0,360.0,1,1
0,0.0,0,0,1,0,2400,1863.0,104.0,360.0,0,3
0,1.0,0,0,1,0,20233,0.0,480.0,360.0,1,1
1,1.0,1,2,0,0,7667,0.0,185.0,360.0,0,1
1,0.0,0,0,1,0,2917,0.0,84.0,360.0,1,2
1,1.0,0,0,0,0,2927,2405.0,111.0,360.0,1,2
1,0.0,0,0,1,0,2507,0.0,56.0,360.0,1,1
1,1.0,1,2,1,1,5746,0.0,144.0,84.0,0,1
0,0.5,1,0,1,0,2473,1843.0,159.0,360.0,1,1
1,1.0,1,1,0,0,3399,1640.0,111.0,180.0,1,3
1,1.0,1,2,1,0,3717,0.0,120.0,360.0,1,2
1,1.0,1,0,1,0,2058,2134.0,88.0,360.0,0,3
1,0.0,0,1,1,0,3541,0.0,112.0,360.0,0,2
0,1.0,1,1,1,1,10000,0.0,155.0,360.0,1,1
1,1.0,1,0,1,0,2400,2167.0,115.0,360.0,1,2
1,1.0,1,3,1,0,4342,189.0,124.0,360.0,1,2
1,0.0,0,0,1,0,3166,2985.0,132.0,360.0,0,1
1,1.0,1,3,1,0,15000,0.0,300.0,360.0,1,1
0,1.0,1,1,1,1,8666,4983.0,376.0,360.0,0,1
1,1.0,0,0,1,0,4917,0.0,130.0,360.0,0,1
1,1.0,1,0,1,1,5818,2160.0,184.0,360.0,1,2
0,0.0,1,0,1,0,4333,2451.0,110.0,360.0,1,3
1,0.0,0,0,1,0,2500,0.0,67.0,360.0,1,3
1,1.0,0,1,1,0,4384,1793.0,117.0,360.0,1,3
1,1.0,0,0,1,0,2935,0.0,98.0,360.0,1,2
1,1.0,0,0,1,0,2833,0.0,71.0,360.0,1,3
1,1.0,1,0,1,0,63337,0.0,490.0,180.0,1,3
1,0.5,1,1,1,1,9833,1833.0,182.0,180.0,1,3
1,1.0,1,1,1,0,5250,688.0,160.0,360.0,1,1
1,1.0,1,2,1,1,2500,4600.0,176.0,360.0,1,1
1,0.0,0,0,1,0,4160,0.0,71.0,360.0,1,2
0,1.0,1,3,0,0,2647,1587.0,173.0,360.0,1,1
0,0.0,0,0,1,0,2378,0.0,46.0,360.0,1,1
1,1.0,1,1,0,0,4554,1229.0,158.0,360.0,1,3
1,1.0,1,3,0,0,3173,0.0,74.0,360.0,1,2
1,1.0,1,2,1,0,2583,2330.0,125.0,360.0,1,1
1,1.0,1,0,1,0,2499,2458.0,160.0,360.0,1,2
0,1.0,1,0,0,0,3523,3230.0,152.0,360.0,0,1
1,1.0,1,2,0,0,3083,2168.0,126.0,360.0,1,3
1,1.0,1,0,1,0,6333,4583.0,259.0,360.0,0,2
1,1.0,1,0,1,0,2625,6250.0,187.0,360.0,1,1
1,1.0,1,0,1,0,9083,0.0,228.0,360.0,1,2
0,1.0,0,0,1,0,8750,4167.0,308.0,360.0,1,1
1,1.0,1,3,1,0,2666,2083.0,95.0,360.0,1,1
0,0.0,1,0,1,1,5500,0.0,105.0,360.0,0,1
1,0.0,1,0,1,0,2423,505.0,130.0,360.0,1,2
1,0.0,0,0,1,0,3813,0.0,116.0,180.0,1,3
1,1.0,1,2,1,0,8333,3167.0,165.0,360.0,1,1
0,1.0,1,1,1,0,3875,0.0,67.0,360.0,1,3
0,1.0,1,0,0,0,3000,1666.0,100.0,480.0,0,3
1,1.0,1,3,1,0,5167,3167.0,200.0,360.0,1,2
0,0.0,0,1,1,0,4723,0.0,81.0,360.0,1,2
1,1.0,1,2,1,0,5000,3667.0,236.0,360.0,1,2
1,1.0,1,0,1,0,4750,2333.0,130.0,360.0,1,3
1,1.0,1,0,1,0,3013,3033.0,95.0,300.0,0,3
1,1.0,0,0,1,1,6822,0.0,141.0,360.0,1,1
0,1.0,0,0,0,0,6216,0.0,133.0,360.0,1,1
0,1.0,0,0,1,0,2500,0.0,96.0,480.0,1,2
1,1.0,1,1,1,0,6325,0.0,175.0,360.0,1,2
0,1.0,1,0,1,0,19730,5266.0,570.0,360.0,1,1
1,0.0,0,0,1,1,15759,0.0,55.0,360.0,1,2
1,1.0,1,2,1,0,5185,0.0,155.0,360.0,1,2
1,1.0,1,2,1,1,9323,7873.0,380.0,300.0,1,1
0,1.0,0,1,1,0,3062,1987.0,111.0,180.0,0,3
1,0.0,0,0,1,0,2764,1459.0,110.0,360.0,1,3
1,1.0,1,0,1,0,4817,923.0,120.0,180.0,1,3
1,1.0,1,3,1,0,8750,4996.0,130.0,360.0,1,1
1,1.0,1,0,1,0,4310,0.0,130.0,360.0,0,2
0,1.0,0,0,1,0,3069,0.0,71.0,480.0,1,3
1,1.0,1,2,1,0,5391,0.0,130.0,360.0,1,3
1,1.0,1,0,1,0,3333,2500.0,128.0,360.0,1,2
1,1.0,0,0,1,0,5941,4232.0,296.0,360.0,1,2
1,0.0,0,0,1,0,6000,0.0,156.0,360.0,1,3
1,1.0,0,0,1,1,7167,0.0,128.0,360.0,1,3
0,1.0,1,2,1,0,4566,0.0,100.0,360.0,1,3
1,1.0,0,1,1,0,3667,0.0,113.0,180.0,1,3
1,1.0,0,0,0,0,2346,1600.0,132.0,360.0,1,2
1,1.0,1,0,1,0,2333,2417.0,136.0,360.0,1,3
1,1.0,1,0,1,0,5488,0.0,125.0,360.0,1,1
1,1.0,0,3,1,0,9167,0.0,185.0,360.0,1,1
1,1.0,1,3,1,0,9504,0.0,275.0,360.0,1,1
1,1.0,1,0,1,0,2583,2115.0,120.0,360.0,0,3
1,1.0,1,2,0,0,1993,1625.0,113.0,180.0,1,2
1,1.0,1,2,1,0,3100,1400.0,113.0,360.0,1,3
1,1.0,1,2,1,0,3276,484.0,135.0,360.0,0,2
0,0.0,0,0,1,0,3180,0.0,71.0,360.0,0,3
1,1.0,1,0,1,0,3033,1459.0,95.0,360.0,1,3
1,1.0,0,0,0,0,3902,1666.0,109.0,360.0,1,1
0,0.0,0,0,1,0,1500,1800.0,103.0,360.0,0,2
0,1.0,1,2,0,0,2889,0.0,45.0,180.0,0,3
0,1.0,0,0,0,0,2755,0.0,65.0,300.0,1,1
1,1.0,0,0,1,0,2500,20000.0,103.0,360.0,1,2
1,0.0,0,0,0,0,1963,0.0,53.0,360.0,1,2
0,0.0,0,0,1,1,7441,0.0,194.0,360.0,1,1
1,0.0,0,0,1,0,4547,0.0,115.0,360.0,1,2
1,1.0,1,0,0,0,2167,2400.0,115.0,360.0,1,3
1,0.0,0,0,0,0,2213,0.0,66.0,360.0,1,1
0,1.0,1,1,1,0,8300,0.0,152.0,300.0,0,2
0,1.0,1,3,1,0,81000,0.0,360.0,360.0,0,1
0,0.0,0,1,0,1,3867,0.0,62.0,360.0,1,2
1,1.0,1,0,1,0,6256,0.0,160.0,360.0,0,3
0,1.0,1,0,0,0,6096,0.0,218.0,360.0,0,1
1,1.0,1,0,0,0,2253,2033.0,110.0,360.0,1,1
0,0.0,1,0,0,0,2149,3237.0,178.0,360.0,0,2
1,0.0,0,0,1,0,2995,0.0,60.0,360.0,1,3
0,0.0,0,1,1,0,2600,0.0,160.0,360.0,1,3
0,1.0,1,2,1,1,1600,20000.0,239.0,360.0,1,3
1,1.0,1,0,1,0,1025,2773.0,112.0,360.0,1,1
1,1.0,1,0,1,0,3246,1417.0,138.0,360.0,1,2
1,1.0,1,0,1,0,5829,0.0,138.0,360.0,1,1
1,1.0,1,0,1,0,1820,1719.0,100.0,360.0,1,3
1,1.0,1,0,1,0,14880,0.0,96.0,360.0,1,2
1,1.0,1,0,1,0,2666,4300.0,121.0,360.0,1,1
0,0.0,0,1,0,0,4606,0.0,81.0,360.0,1,1
1,1.0,1,2,1,0,5935,0.0,133.0,360.0,1,2
1,1.0,1,0,1,0,2920,16.12000084,87.0,360.0,1,1
1,1.0,0,0,0,0,2717,0.0,60.0,180.0,1,3
1,0.0,0,1,1,1,8624,0.0,150.0,360.0,1,2
0,1.0,0,0,1,0,6500,0.0,105.0,360.0,0,1
1,1.0,0,0,1,0,12876,0.0,405.0,360.0,1,2
1,1.0,1,0,1,0,2425,2340.0,143.0,360.0,1,2
1,1.0,0,0,1,0,3750,0.0,100.0,360.0,1,3
1,1.0,0,0,1,0,1926,1851.0,50.0,360.0,1,2
0,1.0,0,0,1,1,10416,0.0,187.0,360.0,0,3
1,0.0,1,0,0,1,7142,0.0,138.0,360.0,1,1
1,1.0,0,0,1,0,3660,5064.0,187.0,360.0,1,2
1,1.0,1,0,1,0,7901,1833.0,180.0,360.0,1,1
1,1.0,0,3,0,0,4707,1993.0,148.0,360.0,1,2
